duration,bytes_sent,bytes_received,packets,label
3,3007,784,100,0
7,1105,1493,73,0
8,1800,1214,41,0
1,6408,1714,103,0
17,2023,194,14,0
12,771,105,9,0
2,2779,2919,31,0
4,610,2813,73,0
12,171,767,27,0
20,342,1635,61,0
9,1052,3244,75,0
9,1381,1268,16,0
3,1964,236,18,0
5,4554,1273,43,0
41,398,2796,30,0
17,1032,492,42,0
7,1230,1051,40,0
16,1168,1708,49,0
22,3809,1126,35,0
1,1986,842,32,0
13,534,1964,41,0
6,4496,5880,31,0
12,1975,689,42,0
4,1520,3168,21,0
4,2687,1704,84,0
9,2199,1257,6,0
5,2214,469,29,0
14,3726,642,104,0
20,1535,1681,18,0
12,1149,1316,42,0
14,1913,2432,57,0
34,786,889,22,0
2,769,1164,82,0
15,3060,733,60,0
13,501,1598,50,0
20,1341,157,37,0
10,744,2357,35,0
12,1063,1049,63,0
17,1406,2361,24,0
13,1452,1057,66,0
8,224,457,16,0
8,4990,927,51,0
12,1434,1670,37,0
18,68218,471,170,1
13,2973,917,24,0
25,2668,4469,14,0
19,2376,2446,28,0
3,3289,1615,68,0
17,283,714,78,0
15,2293,1824,68,0
1,1777,2669,58,0
16,1149,683,10,0
19,1827,1709,34,0
7,384,1149,6,0
3,2051,4312,801,1
20,1676,1726,44,0
11,3566,860,104,0
9,1229,408,18,0
221,382,322,5,1
16,1442,3238,55,0
50,701,2280,53,0
24,1225,1711,15,0
10,162454,595,314,1
9,3136,2336,10,0
6,1194,1814,38,0
12,5370,2177,23,0
5,1426,252,38,0
9,576,2743,20,0
4,1698,1421,39,0
11,591,1340,11,0
9,1293,962,49,0
4,2013,1759,3,0
4,190,1982,59,0
1,2971,1057,20,0
12,3036,996,54,0
10,3875,1398,60,0
8,745,2019,55,0
3,886,401,75,0
22,1400,573,16,0
10,2684,1368,52,0
13,909,497,33,0
4,586,1067,2,0
14,1010,1029,28,0
13,1064,2798,38,0
4,1594,1936,35,0
3,202,323,24,0
3,5380,4124,1192,1
4,2250,1715,29,0
21,3036,2509,21,0
10,635,315,31,0
1,2355,964,85,0
7,3911,284,18,0
26,3660,1357,31,0
7,5226,904,51,0
7,1090,1044,19,0
15,2560,655,20,0
23,1577,1535,26,0
24,166,782,15,0
28,744,2473,66,0
7,1391,1824,18,0
2,2784,3365,19,0
11,2869,723,35,0
14,617,1845,6,0
3,866,1607,14,0
10,2118,1164,25,0
32,2778,2091,58,0
12,2646,533,13,0
8,228,328,18,0
9,243,334,40,0
21,2512,1103,65,0
9,2034,61,11,0
6,1052,1917,11,0
25,1536,2008,34,0
2,485,1646,66,0
17,3986,325,17,0
4,4108,761,23,0
31,991,1676,123,0
26,732,929,30,0
5,502,2480,6,0
8,1813,1167,36,0
34,866,2342,38,0
11,2425,5692,35,0
9,2248,1569,85,0
18,1303,1542,19,0
19,524,1159,38,0
6,2514,2750,17,0
2,3990,1958,7,0
19,196315,2409,329,1
12,750,1828,16,0
11,1979,1307,15,0
1,13883,3732,1392,1
2,1311,545,17,0
20,138657,1350,320,1
1,1243,1883,30,0
8,2596,1409,10,0
3,1480,1031,24,0
15,250,718,54,0
7,2235,1794,55,0
12,682,2059,15,0
11,852,727,62,0
9,3166,1208,15,0
16,176,2402,111,0
6,3266,1430,45,0
2,2445,2113,18,0
13,885,762,24,0
7,1863,822,20,0
6,1530,1647,54,0
42,935,2190,23,0
15,967,1337,65,0
4,1095,1052,56,0
5,1742,210,37,0
10,1839,1381,82,0
13,237306,1168,262,1
4,2080,664,11,0
5,767,1005,77,0
7,240836,899,331,1
24,805,1147,6,0
33,2068,1654,23,0
10,1482,796,37,0
272,234,177,2,1
15,612,1813,22,0
31,2496,1269,109,0
4,1770,2259,13,0
13,4132,979,61,0
7,2471,357,41,0
10,3148,2747,28,0
10,1102,1667,24,0
10,545,50,36,0
1,567,1276,23,0
14,2533,1433,50,0
26,1619,1513,17,0
24,1109,764,53,0
8,5481,1817,1140,1
11,623,3150,28,0
1,1166,1582,36,0
18,2291,2501,20,0
9,621,2539,83,0
11,1487,559,48,0
2,2011,237,32,0
5,5084,481,70,0
6,86725,1345,352,1
11,1640,3717,9,0
10,1326,483,52,0
24,640,1899,11,0
14,3267,2701,59,0
5,1925,2259,33,0
5,738,1836,112,0
13,2003,2864,21,0
15,1030,2144,28,0
8,3585,1748,21,0
3,911,3279,50,0
16,124126,2813,289,1
4,1382,462,70,0
18,2564,824,27,0
21,380,261,26,0
25,515,2042,112,0
42,3016,2329,69,0
4,1145,513,9,0
5,1722,1259,14,0
12,2377,5844,31,0
14,775,3663,31,0
4,5215,66,72,0
11,2434,1814,45,0
12,279,3003,4,0
20,571,387,55,0
12,1684,1715,7,0
18,203571,2931,125,1
3,2409,800,15,0
7,341,1372,31,0
16,1460,379,39,0
7,3237,1875,18,0
268,251,353,4,1
9,404,2401,62,0
14,2173,3409,56,0
7,2386,861,59,0
16,4742,988,25,0
18,1739,834,4,0
11,2274,2232,46,0
14,2064,161,41,0
8,3155,4792,741,1
7,1045,807,57,0
3,305,445,70,0
16,1218,272,25,0
15,2604,1630,33,0
6,1623,960,8,0
23,3273,330,90,0
7,1524,2043,12,0
8,1843,1493,22,0
7,2281,999,59,0
24,1273,2105,31,0
1,538,755,58,0
11,2966,686,25,0
13,1806,1469,46,0
9,1146,321,25,0
14,80582,2423,295,1
18,3083,801,35,0
9,1011,1260,27,0
1,2745,4807,28,0
3,334,1173,31,0
13,3591,168,32,0
5,1431,1935,3,0
7,950,4407,13,0
2,3369,1690,66,0
9,1666,440,20,0
4,1424,1873,25,0
18,1499,2262,34,0
10,211619,1577,200,1
15,2968,2939,19,0
14,1523,1014,11,0
7,1764,1205,101,0
8,385,1553,17,0
11,1360,225,22,0
8,1409,2173,76,0
26,342,505,34,0
2,1878,329,8,0
15,1156,792,21,0
21,958,2384,32,0
39,963,246,61,0
5,1280,2215,100,0
17,1248,988,25,0
7,4408,1388,107,0
16,217416,620,171,1
18,2079,522,40,0
9,616,343,14,0
3,465,393,37,0
24,1410,1507,22,0
13,3432,275,7,0
25,805,2557,42,0
12,1301,1102,13,0
5,2309,1159,60,0
13,2387,437,37,0
6,2803,381,34,0
5,1836,719,54,0
23,646,2544,32,0
3,2809,631,40,0
57,1840,501,22,0
7,1683,227,28,0
8,2448,2590,62,0
22,1749,190,29,0
7,3545,1371,6,0
7,796,1053,31,0
7,1173,2234,12,0
6,1806,1402,21,0
9,2407,1145,24,0
20,4751,929,56,0
4,3551,779,47,0
16,2297,1932,40,0
23,1175,50,114,0
3,894,890,33,0
6,1071,2839,36,0
1,738,2950,34,0
5,607,1167,6,0
8,1442,640,15,0
8,1280,2328,11,0
3,2808,96,32,0
24,1010,1294,20,0
4,1419,841,45,0
7,556,1137,26,0
35,2424,486,76,0
22,2752,2080,42,0
5,13264,2140,1631,1
9,1901,1769,27,0
16,2257,629,15,0
8,2395,1245,12,0
21,3364,297,16,0
216,144,250,8,1
49,1676,2535,83,0
11,1154,2109,42,0
5,5558,4149,9,0
11,1244,293,17,0
6,1272,2894,52,0
13,2536,102,11,0
6,1292,2654,26,0
4,652,2825,32,0
10,411,400,33,0
5,6794,1173,5,0
11,1792,138,6,0
7,1363,392,97,0
2,1412,1803,48,0
19,5003,1609,11,0
12,2844,2210,78,0
10,3372,1256,14,0
8,14273,930,1925,1
5,2360,2863,63,0
30,890,1108,25,0
11,457,2049,45,0
13,936,1594,32,0
19,60538,2058,153,1
16,2250,2475,41,0
12,1509,1944,18,0
247,143,147,3,1
1,2237,4388,60,0
13,944,990,27,0
6,1101,258,74,0
4,10742,4372,625,1
2,345,1200,27,0
7,3365,722,15,0
12,484,1133,11,0
6,1551,207,17,0
8,1830,1304,45,0
26,1662,2101,38,0
7,1679,1101,117,0
252,218,373,5,1
9,244552,1995,147,1
7,1093,1932,2,0
2,199529,479,366,1
13,2854,949,17,0
13,1037,761,10,0
22,1312,641,37,0
12,1309,767,28,0
5,1143,334,9,0
9,781,2394,20,0
6,3282,2730,53,0
24,1487,139,72,0
4,4799,2707,618,1
6,1391,610,71,0
10,365,1231,16,0
32,982,1479,25,0
4,809,1173,14,0
10,2089,1420,26,0
14,486,2453,36,0
14,195,588,20,0
28,1379,666,48,0
12,62827,1576,230,1
9,2578,697,53,0
25,1622,3211,15,0
1,1258,744,27,0
21,417,1179,21,0
7,1041,1174,31,0
14,1172,3116,81,0
6,1011,1951,38,0
4,90531,1371,341,1
20,1137,3367,72,0
11,2322,1123,45,0
7,648,1351,2,0
13,1259,1696,16,0
5,803,1260,22,0
12,7672,358,14,0
13,901,294,34,0
2,1448,447,12,0
1,13114,2629,1608,1
2,2036,1595,25,0
8,202664,294,310,1
29,2290,503,50,0
34,941,1402,16,0
5,1347,382,57,0
1,1391,2186,18,0
28,509,1758,105,0
4,1125,402,44,0
14,905,1875,99,0
9,1240,1481,19,0
1,2423,1980,64,0
8,774,838,9,0
27,292,1406,64,0
11,806,1328,4,0
17,2845,539,12,0
6,1594,326,39,0
15,1645,1062,13,0
2,105,368,128,0
4,4609,1045,29,0
5,1321,780,31,0
30,1157,915,10,0
3,13277,1733,986,1
36,2336,3741,38,0
4,1859,3520,21,0
22,2068,3511,40,0
9,1675,947,20,0
5,1926,2511,6,0
5,1162,1980,6,0
34,607,1135,39,0
33,897,2704,21,0
1,414,482,40,0
25,1014,3950,34,0
25,1320,2102,3,0
18,1428,626,23,0
2,4025,976,19,0
20,2905,2098,15,0
269,392,135,5,1
17,1265,2318,52,0
5,8922,1937,1721,1
15,2410,2469,25,0
236,214,286,8,1
18,3758,522,9,0
4,261,926,50,0
10,84163,1940,308,1
13,2069,222,45,0
13,1731,699,27,0
25,4515,1276,12,0
14,3266,190,18,0
7,1223,811,47,0
26,1587,598,61,0
51,2348,2608,10,0
23,591,2276,20,0
3,10582,4490,761,1
11,1471,865,23,0
23,1444,2841,41,0
8,524,1592,45,0
4,1750,621,4,0
15,4255,680,27,0
8,1951,1294,36,0
3,1341,752,32,0
12,1708,1862,5,0
12,724,66,37,0
8,261,1027,24,0
4,13415,3733,755,1
288,303,63,10,1
23,2027,395,33,0
12,2101,3589,25,0
12,1308,494,28,0
12,1989,3231,6,0
12,598,2001,9,0
5,2767,2595,79,0
8,1160,791,34,0
6,1701,3091,43,0
2,7274,2797,644,1
20,787,428,21,0
3,1263,791,28,0
3,4213,2114,805,1
13,2778,1878,26,0
17,2635,111,37,0
11,2613,1082,69,0
11,399,2912,40,0
18,736,438,57,0
14,1775,2063,17,0
1,871,1392,38,0
3,1851,1338,56,0
19,1814,262,20,0
10,500,1723,28,0
4,474,1343,31,0
14,1985,645,12,0
14,3936,544,28,0
12,5149,1985,40,0
30,628,3239,23,0
9,3288,3278,108,0
8,1216,4153,48,0
34,1076,371,58,0
15,2319,1787,3,0
2,881,569,48,0
4,433,1005,28,0
7,820,1542,19,0
17,1592,683,16,0
2,1886,719,6,0
5,1220,2110,29,0
6,2711,299,62,0
14,1649,4032,77,0
9,249279,612,343,1
11,748,1360,22,0
233,53,281,4,1
12,287,272,30,0
4,1076,718,33,0
6,1491,711,4,0
23,976,1389,23,0
8,2840,1235,36,0
6,309,1645,53,0
8,593,1686,9,0
19,3904,2317,44,0
1,372,2064,14,0
17,2418,2194,36,0
11,3961,1490,6,0
9,647,1664,20,0
206,387,71,11,1
2,4445,1519,32,0
17,1145,417,15,0
10,558,2514,29,0
19,176964,1008,384,1
4,2842,873,11,0
17,1757,1885,52,0
5,771,1880,70,0
9,1852,1567,73,0
2,6664,729,12,0
10,2168,828,21,0
14,2463,743,23,0
46,1280,2956,66,0
8,2824,2605,47,0
2,2570,1442,16,0
5,169996,2693,326,1
21,511,1142,34,0
4,3046,1928,42,0
18,3474,1605,53,0
20,202,3097,19,0
3,1320,1061,7,0
16,1490,106,30,0
10,3337,1192,12,0
13,1727,968,50,0
4,939,118,39,0
18,1559,786,26,0
6,2288,579,71,0
3,1373,1745,24,0
10,1708,1064,62,0
7,2487,1712,55,0
16,2055,1110,26,0
6,2456,2746,25,0
13,1595,1700,23,0
7,1073,1855,50,0
8,1429,1684,32,0
9,940,1240,29,0
21,3122,1096,39,0
8,787,1167,11,0
5,14689,1886,602,1
9,884,1760,5,0
21,427,602,18,0
31,1032,598,53,0
17,4636,897,39,0
5,735,1237,49,0
7,611,1406,15,0
14,186646,907,180,1
235,105,258,12,1
11,1590,513,29,0
6,3194,3763,1317,1
22,2130,1661,61,0
18,936,1175,46,0
16,1520,727,33,0
15,1989,1415,37,0
8,1480,1160,3,0
19,1182,270,52,0
6,1244,380,14,0
23,1569,1685,32,0
18,1325,1090,75,0
21,1812,3258,22,0
2,520,997,71,0
6,580,421,33,0
12,1839,2303,54,0
6,1537,1434,53,0
21,1769,441,16,0
33,2029,1250,3,0
6,509,253,34,0
281,136,128,9,1
13,1109,1751,8,0
10,759,3911,17,0
9,2218,1112,21,0
7,6516,4019,74,0
7,236,3552,16,0
8,1033,1486,44,0
1,1512,1173,26,0
11,1782,2780,15,0
19,2494,2273,10,0
1,723,1652,27,0
12,2708,1297,28,0
42,2231,939,98,0
20,2422,448,41,0
2,1188,187,23,0
11,6805,609,23,0
1,3006,2932,30,0
4,632,1321,20,0
4,2856,1260,4,0
19,1908,1358,40,0
10,2630,417,23,0
9,5351,865,23,0
249,141,110,2,1
19,1782,1603,16,0
1,698,2020,28,0
11,1584,1015,30,0
18,2000,2570,21,0
6,2704,4186,681,1
17,3363,1408,26,0
20,1549,1212,24,0
3,1537,1032,37,0
6,1176,2742,40,0
7,1555,407,32,0
13,843,405,27,0
10,6442,342,19,0
5,3681,2547,60,0
28,354,193,46,0
11,799,1351,16,0
24,2610,2192,26,0
10,2510,1865,23,0
6,920,957,51,0
11,4948,1571,4,0
6,1805,1018,29,0
2,351,1104,15,0
5,743,2129,18,0
11,1122,645,80,0
15,1017,319,84,0
7,1011,465,29,0
3,3723,1795,11,0
21,789,590,33,0
9,4677,2382,5,0
6,1674,801,35,0
7,2217,318,46,0
2,814,1106,29,0
23,634,505,17,0
10,2251,434,123,0
10,676,2479,14,0
16,2073,1043,56,0
12,1427,1064,12,0
16,2728,1852,80,0
11,2102,204,28,0
6,760,422,46,0
1,1135,982,35,0
5,1291,1205,129,0
18,2324,495,47,0
18,1207,2419,20,0
4,7529,2575,992,1
7,1159,1590,31,0
5,1749,2717,43,0
7,4105,287,16,0
2,1607,1768,15,0
4,2924,1783,16,0
14,865,852,32,0
10,1163,649,61,0
24,1043,1509,39,0
4,1202,1103,21,0
3,217,974,96,0
5,616,223,12,0
8,3005,2837,8,0
9,805,765,30,0
2,2505,1108,36,0
13,586,1215,33,0
13,1298,1637,17,0
4,1547,1322,42,0
3,1042,1495,15,0
22,1928,518,20,0
4,130,1885,13,0
13,3001,491,75,0
2,1067,280,38,0
5,2280,836,3,0
8,5206,165,30,0
229,338,287,8,1
14,1997,2121,76,0
6,5459,4579,1082,1
2,883,2744,43,0
4,2312,475,34,0
12,3227,1558,38,0
20,5780,3325,21,0
3,2391,656,29,0
5,1439,3050,41,0
2,1312,346,36,0
16,2790,361,25,0
3,3352,174,45,0
286,392,333,3,1
8,1046,3915,55,0
21,368,2537,14,0
1,432,2124,14,0
26,3277,4067,20,0
6,2577,3741,53,0
19,797,2521,25,0
6,3515,2338,28,0
2,5914,936,900,1
8,1645,2286,101,0
14,1562,1164,23,0
3,2546,458,41,0
3,674,238,24,0
11,1390,3835,82,0
7,2752,1209,32,0
12,1430,951,17,0
9,1065,2198,6,0
258,188,57,8,1
11,1422,225,8,0
14,577,2239,18,0
7,1277,1442,11,0
14,1272,665,16,0
9,3541,2638,74,0
19,1539,883,28,0
3,4492,889,74,0
10,718,785,267,0
14,1039,1357,89,0
14,159,3368,36,0
4,1530,1255,17,0
11,1783,3586,36,0
29,465,2698,16,0
9,1316,488,12,0
6,851,944,41,0
6,3573,1270,10,0
7,2055,703,28,0
9,80912,178,149,1
7,3195,1428,51,0
7,2573,774,69,0
6,4896,1782,11,0
11,1154,776,18,0
27,1310,1706,19,0
13,2977,364,26,0
3,10746,3731,1025,1
8,2564,1260,34,0
230,340,271,3,1
18,3449,50,38,0
7,838,1464,21,0
41,775,967,11,0
29,1033,1374,10,0
9,306,1564,15,0
3,694,3831,24,0
10,2637,2353,40,0
8,1947,630,52,0
10,50,1240,20,0
9,589,638,19,0
12,1242,1252,26,0
21,1003,1080,38,0
3,2596,1137,4,0
3,2873,133,8,0
1,3390,786,24,0
11,879,2581,116,0
5,1434,153,45,0
20,2297,2135,19,0
5,560,1185,14,0
17,1020,432,28,0
4,1783,146,114,0
1,2793,1696,39,0
17,1999,1587,26,0
10,624,1709,4,0
18,1696,872,37,0
7,406,1918,102,0
13,1578,3624,52,0
13,1295,2133,11,0
1,4258,1239,23,0
5,2765,728,22,0
9,850,1388,13,0
5,876,871,16,0
6,1493,3437,50,0
14,3420,206,35,0
17,2088,1121,13,0
28,1566,1626,11,0
25,5211,1230,24,0
29,322,2909,28,0
20,1543,369,24,0
8,506,713,39,0
5,779,2128,63,0
20,854,1735,33,0
25,2213,922,6,0
1,1772,3214,39,0
24,1970,1386,110,0
14,1073,204,57,0
7,950,398,62,0
10,1219,1013,17,0
12,961,3610,7,0
3,227,1955,12,0
